course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
CHEM 3098,SUPERVISED INDEPENDENT RES. .,CHEM,001/10508,N/A,N/A,Vesna Gasperov,4.00,4/25,"Prerequisites: the instructor's permission for entrance, and the departmental representative's permission for aggregate points in excess of 12 or less than 4.
Prerequisites: the instructors permission for entrance, and the departmental representatives permission for aggregate points in excess of 12 or less than 4. This course may be repeated for credit (see major and concentration requirements). Individual research under the supervision of a member of the staff. Research areas include organic, physical, inorganic, analytical, and biological chemistry. Please note that CHEM UN3098 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 3920,SENIOR SEMINAR. .,CHEM,001/10509,F 2:10pm - 4:00pm,Room TBA,Milan Delor,2.00,9/40,"Open to senior chemistry, biochemistry, environmental chemistry, and chemical physics majors; senior chemistry concentrators; and students who have taken or are currently enrolled in CHEM UN3098. Senior seminar provides direct access to modern chemical research through selected studies by the students from active fields of chemical research. Topics to be presented and discussed draw from the current scientific literature and/or UN3098 research",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4071,INORGANIC CHEMISTRY. .,CHEM,001/11320,T Th 8:40am - 9:55am,320 Havemeyer Hall,Jonathan Owen,4.50,10/42,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) or (CHEM UN2045 and CHEM UN2046)
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) or (CHEM UN2045 and CHEM UN2046) , or the equivalent. Principles governing the structure and reactivity of inorganic compounds surveyed from experimental and theoretical viewpoints. Topics include inorganic solids, aqueous and nonaqueous solutions, the chemistry of selected main group elements, transition metal chemistry, metal clusters, metal carbonyls, and organometallic chemistry, bonding and resonance, symmetry and molecular orbitals, and spectroscopy",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4147,ADVANCED ORGANIC CHEMISTRY I. .,CHEM,001/11326,T Th 10:10am - 11:25am,320 Havemeyer Hall,Tomislav Rovis,4.50,1/42,"Prerequisites: elementary organic and physical chemistry.
Prerequisites: elementary organic and physical chemistry. The mechanisms of organic reactions, structure of organic molecules, and theories of reactivity. How reactive intermediates are recognized and mechanisms are deduced using kinetics, stereochemistry, isotopes, and physical measurements",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4148,SYNTHETIC METHDS-ORGANC CHEM. .,CHEM,001/11258,M W 10:10am - 11:25am,320 Havemeyer Hall,Makeda Tekle-Smith,4.50,9/42,"This course is intended for graduate students and advanced undergraduate students. The main purpose of the course is to introduce students to modern synthetic chemistry via the selected series of topics (synthetic planning and the logic of organic assembly, classical and new reactions/methods and their use in complex target synthesis). Mechanistic underpinning of the discussed reaction processes will also be briefly discussed. For each module (see the content below), specific examples of syntheses of natural products and/or synthetic materials will be provided. In addition to lectures by Prof. Sames, students will select and present relevant papers in the class (the number of student symposia will depend on the final enrollment in this course). The basic knowledge of transition metal chemistry is recommended for the cross-coupling reactions (i.e. structure, electron counting, and elemental reaction types of transition metals)",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4221,QUANTUM CHEMISTRY I. .,CHEM,001/12759,M W 11:40am - 12:55pm,320 Havemeyer Hall,Richard Friesner,4.50,2/42,"Prerequisites: elementary physical chemistry. Basic quantum mechanics: the Schrodinger equation and its interpretation, exact solutions in simple cases, methods or approximations including time-independent and time-dependent perturbation theory, spin and orbital angular momentum, spin-spin interactions, and an introduction to atomic and molecular structure",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4230,STATISTICAL THERMODYNAMICS. .,CHEM,001/11323,T Th 11:40am - 12:55pm,320 Havemeyer Hall,"Timothy Berkelbach, Angelo Cacciuto",4.50,0/42,"Prerequisites: elementary physical chemistry. Corequisites: CHEM G4221. Topics include the classical and quantum statistical mechanics of gases, liquids, and solids",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 4312,CHEMICAL BIOLOGY. .,CHEM,001/11248,M W 1:10pm - 2:25pm,Room TBA,Virginia Cornish,4.00,4/42,"Prerequisites: (CHEM UN2443 and CHEM UN2444) and (CHEM UN3079 and CHEM UN3080) and (BIOC UN3501) elementary organic chemistry CHEM W3443-CHEM W3444. Recommended preparation: elementary physical chemistry CHEM W3079-CHEM W3080 and biochemistry BIOC C3501.
Prerequisites: (CHEM UN2443 and CHEM UN2444) and (CHEM UN3079 and CHEM UN3080) and (BIOC UN3501) , or the equivalent. Development and application of chemical methods for understanding the molecular mechanisms of cellular processes. Review of the biosynthesis, chemical synthesis, and structure and function of proteins and nucleic acids. Application of chemical methods--including structural biology, enzymology, chemical genetics, and the synthesis of modified biological molecules--to the study of cellular processes--including transcription, translation, and signal transduction",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1403,GENERAL CHEMISTRY I-LECTURES. .,CHEM,001/11152,T Th 6:10pm - 7:25pm,309 Havemeyer Hall,Ruben Savizky,4.00,106/130,"Corequisites: MATH UN1101
Corequisites: MATH UN1101 Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or take CHEM UN0001 before taking CHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. Although CHEM UN1403 and CHEM UN1404 are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1403,GENERAL CHEMISTRY I-LECTURES. .,CHEM,AU1/18501,T Th 6:10pm - 7:25pm,Othr Other,Ruben Savizky,4.00,7/10,"Corequisites: MATH UN1101
Corequisites: MATH UN1101 Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or take CHEM UN0001 before taking CHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. Although CHEM UN1403 and CHEM UN1404 are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1403,GENERAL CHEMISTRY I-LECTURES. .,CHEM,001/10514,M W 10:10am - 11:25am,Room TBA,Gerard Parkin,4.00,21/220,"Corequisites: MATH UN1101
Corequisites: MATH UN1101 Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or take CHEM UN0001 before taking CHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. Although CHEM UN1403 and CHEM UN1404 are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1403,GENERAL CHEMISTRY I-LECTURES. .,CHEM,002/11213,T Th 10:10am - 11:25am,Room TBA,Xavier Roy,4.00,37/170,"Corequisites: MATH UN1101
Corequisites: MATH UN1101 Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or take CHEM UN0001 before taking CHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. Although CHEM UN1403 and CHEM UN1404 are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1403,GENERAL CHEMISTRY I-LECTURES. .,CHEM,003/10515,T Th 6:10pm - 7:25pm,Room TBA,Ruben Savizky,4.00,12/170,"Corequisites: MATH UN1101
Corequisites: MATH UN1101 Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or take CHEM UN0001 before taking CHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. Although CHEM UN1403 and CHEM UN1404 are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
