course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
N/A,BIOL UN3799 MOLECULAR BIOLOGY OF CANCER. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: three terms of biology (genetics and cell biology recommended).
Prerequisites: three terms of biology (genetics and cell biology recommended). Cancer is one of the most dreaded common diseases. Yet it is also one of the great intellectual challenges in biology today. How does a cell become cancerous? What are the agents that cause this to occur? How do current findings about genes, cells, and organisms ranging from yeast cells to humans inform us about cancer? How do findings about cancer teach us new biological concepts? Over the past few years there have been great inroads into answering these questions which have led to new ways to diagnose and treat cancer. This course will discuss cancer from the point of view of basic biological research. We will cover topics in genetics, molecular and cell biology that are relevant to understanding the differences between normal and cancer cells. These will include tumor viruses, oncogenes, tumor suppressor genes, cell cycle regulation, programmed cell death and cell senescence. We will also study some current physiological concepts related to cancer including angiogenesis, tumor immunology, cancer stem cells, metastasis and new approaches to treatment that are built on recent discoveries in cancer biology. SPS and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL UN3995 (Section 1) Topics in Biology: Crossroads in Bioethics. .,N/A,N/A,N/A,N/A,N/A,1-2 points,N/A,Prerequisites: at least one introductory course in biology or chemistry.,https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4002 Macromolecular Structure ＆ Interactions. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course has three interrelated goals: (i) to develop an intuitive understanding of the thermodynamic forces that control the structure of biological macromolecules and the evolution of life, (ii) to learn how to apply that understanding to experimental analyses of macromolecular interactions, and (iii) to master the use of molecular graphics software for understanding and interpreting macromolecular structures and interactions. The lectures develop the essential thermodynamic theory from the ground up, starting from a review of the relevant physical forces (Newton's and Coulomb's Laws) and culminating with an intuitive explanation of how complex biological organisms can evolve spontaneously, in a universe in which all natural processes are driven by increasing randomness or entropy, as specified by the 2nd Law of Thermodynamics. Subsequent lectures elaborate how these thermodynamic principles govern the formation and interaction of macromolecular structures, which represent the physical foundation for the evolution of life, and how the same principles are applied to analyze related experimental data. The problem sets for the course focus on practical applications of these principles to the analysis of data from common experiments used by molecular biologists to characterize macromolecular interactions. Extensive use is made of molecular graphics software throughout the semester, including in the problem sets, based on instruction provided in both the lectures and recitation sections. The course is designed to develop a deep understanding of the physical mechanisms controlling macromolecular interactions while simultaneously empowering students to critically read related literature and rigorously design and analyze related experiments themselves",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4004 NEUROBIO I:CELLULAR ＆ MOLECULR. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: one year of biology; a course in physics is highly recommended. Lecture and recitation. This is an advanced course intended for majors providing an in depth survey of the cellular and molecular aspects of nerve cell function. Topics include the cell biology and biochemistry of neurons, ionic and molecular basis of electrical signals, synaptic transmission and its modulation, function of sensory receptors. Although not required, it is intended to be followed by Neurobiology II (see below). The recitation meets once per week in smaller groups and emphasizes readings from the primary literature",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4008 The Cellular Physiology of Disease. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,"Prerequisites: one 3000-level course in Cell Biology or Biochemistry or the instructor's permission.
Corequisites: BIOL GU4009",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4009 Cellular Physiology of Diseases Laboratory. .,N/A,N/A,N/A,N/A,N/A,1 point,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4013 ADV SEMINAR IN NEUROBIOLOGY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4022 DEVELOPMENTAL BIOLOGY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: BIOL C2005-C2006 or equivalent. Come discover how the union of egg and sperm triggers the complex cellular interactions that specify the diverse variety of cells present in multicellular organisms. Cellular and molecular aspects of sex determination, gametogenesis, genomic imprinting, X-chromosome inactivation, telomerase as the biological clock, stem cells, cloning, the pill and cell interactions will be explored, with an emphasis on humans. Original research articles will be discussed to further examine current research in developmental biology. SCE and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4031 Genetics. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,"Prerequisites: BIOL C2005-C2006 or the equivalent.
Corequisites: Recommended: one term of organic chemistry.",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
N/A,BIOL GU4035 SEMINAR IN EPIGENETICS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: Genetics (3032/4032) or Molecular Biology (3512/4512), and the instructor's permission.",https://bulletin.columbia.edu/columbia-college/departments-instruction/biological-sciences/
